,Date,Time,Location,Operator,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Country,Regions,percent
5019,11/21/2004,08:20,"Baotou, Inner Mongolia, China",China Eastern Airlines,Baotou - Shanghai,Bambardier CRJ200,B-3072,7697,53.0,53.0,0.0,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane.", China,Baotou,100.0
5024,12/07/2004,10:45,"Near La Macarena, Colombia",SAVIARE S.A. - Air Taxi,,Cessna TU206G,HK-2882,,6.0,6.0,0.0,Destroyed upon impact with terrain. Visual meteorological conditions prevailed for the flight for which a visual flight rules (VFR) flight plan was filed., Colombia,Near La Macarena,100.0
5026,12/11/2004,05:30,"Uberaba, Brazil",NHR Táxi-Aéreo,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,2.0,2.0,1.0,"The crew was performing a mail flight under Total Linhas Aéreas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned.", Brazil,Uberaba,100.0
5028,01/13/2005,05:20,"Manguipayan, Colombia",Military - Colombian government,,Black Hawk helicopter,,,20.0,20.0,0.0,The helicopter was on a counter-narcotics mission when it crashed in heavy fog., Colombia,Manguipayan,100.0
5029,01/13/2005,13:20,"Tura,Siberia, Russia",Tura Air Enterprise,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9.0,9.0,0.0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident., Russia,Tura,100.0
5036,02/10/2005,20:30,"Lebec, California",Action Air Express Inc. - Air Taxi,"Fresno, CA - Santa Monica, CA",Cessna P210N,N432AR,P21000098,2.0,2.0,0.0,"Crashed into the mountains after encountering severe turbulence en-route at FL90. The pilots in-flight loss of control due to the flight's encounter with unformatted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts and rotors. The pilot's in-flight loss of control due to the flight's encounter with unforecasted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts, and rotors.", California,Lebec,100.0
5042,03/16/2005,13:57,"Varandey, Russia",Regional Airlines,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,RA-46489,27308107,52.0,28.0,0.0,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The plane’s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver.", Russia,Varandey,53.84615384615385
5044,03/26/2005,10:15,"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,Old Providence - San Andres,Let-410UVP-E,HK-4146,902426,14.0,8.0,0.0,The small airliner crashed while taking off from the Colombian Caribbean Island of Old Providence. The aircraft climbed to a height of about 100 feet and then lost control and crashed into a hill., Colombia,El Embrujo,57.14285714285714
5057,08/02/2005,16:04,"Toronto, Canada",Air France,"Paris, France - Toronto Canada",Airbus A-340,F-GLZQ,289,309.0,0.0,0.0,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.", Canada,Toronto,0.0
5066,09/15/2005,14:55,"Alto da Boa Vista, Brazil",Viaçao Cometa,Rio de Janeiro - Jacarepagua,Cessna 525 CitationJet I,PT-WLX,525-0176,2.0,2.0,0.0,"The aircraft, on a positioning flight,  crashed in a wooded area shortly after taking off.", Brazil,Alto da Boa Vista,100.0
5070,10/06/2005,05:40,"Winnipeg, Canada",Morningstar Air Express,"Winnipeg - Thunder Bay, Ontario",Cessna 208B,C-FEXS,208B-0542,1.0,1.0,0.0,"Soon after taking off the plane encountered icing conditions and the pilot tried to return to the airport but did not make it crashing into a Canadian National main railway track. In-flight icing conditions in which the aircraft's performance deteriorated until the aircraft was unable to maintain altitude. Also, the aircraft was overloaded by 288 pounds for normal weather conditions, 488 if there was icing.", Canada,Winnipeg,100.0
5072,11/19/2005,22:30,"Stupino, Russia",Ivolga Avia,Voronezh - Moscow-Domodedovo,Cessna 208B Grand Caravan I,4P-OIN,208B-1052,8.0,8.0,0.0,"While descending for a landing at Domodedovo Airport in a snowstorm, the aircraft crashed into a forest 6 miles northeast of Stupino. Icing conditions were reported at the time of the accident.", Russia,Stupino,100.0
5079,12/28/2005,14:05,"Truckee, California",Skyward Aviation,Twin Falls - Truckee - Carlsbad - Monterrey,Gates Learjet 35A,N781RS,35-218,2.0,2.0,0.0,"On final approach the plane crashed into an open field 2,200 feet short of the runway threshold. The plane was scheduled to pick up passengers for a trip to Carlsbad. The pilot's inadequate compensation for the gusty crosswind condition and failure to maintain an adequate airspeed while maneuvering in a steep turn close to the ground.", California,Truckee,100.0
5084,01/21/2006,,"Near Port Alberni, British Columbia, Canada",SoniBlue Airways,Tofino - Vancouver,Cessna 208B Grand Caravan,C-GRXZ,208B0469,8.0,3.0,0.0,"The pilot issued a mayday after experiencing engine trouble while en route and asked to divert to Port Alberni Airport on Vancouver Island but crashed into mountainous wooded area, 6 miles from the airport runway.", Canada,Near Port Alberni,37.5
5091,03/31/2006,17:35,"Rio Bonito, Brazil",Team Air,Macaé - Rio de Janeiro,Let L410UVP-E20,PT-FSE,912532,19.0,19.0,0.0,"Twenty minutes after taking off from Macaé, the plane disappeared of Rio de Janeiro radar. The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast. The plane crashed in a wooded area, exploded and burned.", Brazil,Rio Bonito,100.0
5094,04/23/2006,20:50,"Near Tersky, Russia",Yug Avia,,,RF-30451,,5.0,4.0,0.0,"Shortly after takeoff, the pilot made sharp manuvers and lost the control of the plane and crashed 1 km from the airport. According to Russian authorities,  the flight was unauthorized and illegal.", Russia,Near Tersky,80.0
5097,05/03/2006,02:15,"Off Sochi, Russia",Armavia,"Yerevan, Armenia - Sochi, Russia",Airbus A320-211,EK-32009,547,113.0,113.0,0.0,The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The pilots of the Airbus-320  allowed the plane to descend too low as it faced bad weather on its approach to the airport., Russia,Off Sochi,100.0
5101,06/03/2006,16:00,"Yaocun, China",Military - Chinese Air Force,,KJ-2000,,,40.0,40.0,0.0,"Witnesses said they heard an explosion and when they reached the crash site they found the plane had crashed into a mountain and the main body of the plane had destroyed a section of bamboo forest, while the tail had dropped onto nearby fields. The plane crashed about 125 miles southwest of Shanghai. Caused by icing, after flying through several icy regions and the plane being overloaded..", China,Yaocun,100.0
5108,07/09/2006,07:44,"Irkutsk, Russia",Sibir (S7),Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,442,203.0,128.0,0.0,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time.", Russia,Irkutsk,63.05418719211823
5111,11/18/2006,21:00,"Near Leticia, Colombia",Aerosucre Colombia,Bogota - Leticia,Boeing 727-23F,HK-3667X,19430/366,5.0,5.0,0.0,The cargo plane was on final approach when it hit a antenna tower and crashed. Fog and poor visibility prevailed at the time of the accident., Colombia,Near Leticia,100.0
5118,09/11/2006,17:30,"Vladikavkaz, Russia",Military - Russian Army,Gizel - Khankala,Mi-8 helicopter,,,15.0,12.0,0.0,"Eleven high ranking officers were killed when the helicopter crashed to the ground, split in two and caught fire. A North Ossetian militant group called Kataib al-Khoul claimed responsibility for shooting down the helicopter.", Russia,Vladikavkaz,80.0
5120,09/29/2006,15:59,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,PR-GTD / N600XL,34653/2039 /14500965,161.0,154.0,0.0,"The flight disappeared from radar at 16:50 after leaving Manaus at 15:35, scheduled to arrive at Brasilia at 18:12. While en route the jetliner collided with an Embraer EMB-135BJ Legaacy 600 business jet. The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail. Five passengers and two crew members were not injured. The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air trafficontrol to fly at the same altitude as the Boeing 737 before the planes collided. A Brazilian Air Force investigation concluded that a switched-off transponder on the EMB-135 contributed the plane crash. The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off.", Brazil,Near Sao Felix do Araguaia ,95.65217391304348
5122,10/19/2006,07:30,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,Training/Aranchi,Antonov An-2,UK-70152,1G137-26 ,15.0,15.0,0.0,"The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. On it's final approach, fog reduced visibility and the aircraft descended below the MDA. It crashed a few miles from the airport.", Russia,Tashkent,100.0
5125,12/10/2006,02:00,"Cajon Pass, California",Air ambulance - Mercy Air Services,Loma Linda - Victorville,Bell 412,N410MA,33125,3.0,3.0,0.0,"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain.", California,Cajon Pass,100.0
5126,12/14/2006,18:32,"Near Port Heiden, Alaska",PenAir,Port Heiden - King Salmon,Piper PA-32-301 Cherokee,N8361Q,32-8106055,2.0,2.0,0.0,"The charter crashed in hilly terrain about 18 northeast of Port Heiden. The weather at the time of the crash was mostly cloudy with winds gusting to 29 mph and 6 miles visibility. The pilot's failure to maintain control of the airplane during cruise flight, which resulted in an uncontrolled descent, and an in-flight collision with snow-covered terrain. Contributing to the accident were the pilot's spatial disorientation, and dark night conditions.", Alaska,Near Port Heiden,100.0
5132,01/12/2007,11:00,"Van Nuys, California",SunQuest Executive Air Charter,Van Nuys - Long Beach,Cessna Citation 525,N77215,525-0149,2.0,2.0,0.0,"The business jet crashed about a half-mile north of a runway while attempting to take off for a positioning flight to Long Beach. The plane had an emergency on board and was trying to return to the airport. Both the pilot and copilot were killed. The pilot's failure to maintain an adequate airspeed during the initial climb resulting in an inadvertent stall/spin. Contributing to the accident were the second pilots inadequate preflight, failure to properly secure the front baggage door, and the front left baggage door opening in flight, which likely distracted the first pilot.", California,Van Nuys,100.0
5134,01/25/2007,11:15,"Pau, France",Regional Compagnie Aerienne Europeenne,Pau - Paris,Fokker 100,F-GMPG ,11362,54.0,0.0,1.0,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field.", France,Pau,0.0
5140,03/14/2007,,"Fazenda Nossa Senhora de Lourdes, Brazil",,Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,,4.0,4.0,0.0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field.", Brazil,Fazenda Nossa Senhora de Lourdes,100.0
